id;left;top;right;bottom;row_index;col_index;field_1;PC1;PC2;PC3;PC4;PC5;PC6;typology;city;z_distance;q_cluster;lst_mean;solar_summ;solar_wint;pm10_mean;pm25_mean;no2_mean;noiseday_m;noisenight;bin_lst_me;bin_solar_;bin_sola_1;bin_pm10_m;bin_pm25_m;bin_no2_me;bin_noised;bin_noisen;City;Building height;Height varability;Sky view factor;Frontal area index;Water cover fraction;Impervious surface cover fraction;Building cover fraction;Pervious surface cover fraction;Aspect ratio;Intersections;Length N-S;Length NE-SW;Length SE-NW;Length E-W;Length primary road;Length highway;Length secondary road;Length railway;Neighbourhood type
160;2498973,99;1118639,101;2499223,99;1118389,101;9;6;1397;-1,697149555;0,644949967;-0,955637319;-0,028877708;0,461463483;0,398173493;G;geneva;2,140524318;(2,2.66];0,667542901;-1,415576248;-0,427101165;0,614275315;0,27529233;1,195768264;-0,015384143;0,109739678;(-0.0567,0.716];(-2.51,-0.611];(-0.722,-0.31];(-0.162,0.673];(-0.152,0.689];(0.698,3.07];(-0.657,0.0621];(0.106,0.611];geneva;16,33332232;7,318;0,527734384;0,18;0;0,358;0,264;0,378;0,405;9;322,88;268,19;345,02;104,85;0;0;1040,94;0;S-C
161;2498973,99;1118389,101;2499223,99;1118139,101;10;6;1398;0,961470623;-1,861861235;-2,531118397;0,26788467;2,025665813;0,214371561;A;geneva;3,87537775;(2.66,11.4];-0,962830315;0,287251169;0,871785549;-0,283100577;-0,722235024;-0,14413143;-0,307194398;0,003637404;(-2.4,-0.699];(-0.0457,0.658];(0.529,3.4];(-0.717,-0.162];(-0.731,-0.152];(-0.72,-0.0796];(-0.657,0.0621];(-0.65,0.106];geneva;23,16084511;7,289;0,49748907;0,409;0;0,598;0,248;0,154;0,611;7;252,3;275,54;130,11;336,71;1265,341739;0;0;0;S-B
162;2498973,99;1118139,101;2499223,99;1117889,101;11;6;1399;-1,0107278;-0,137845444;-0,031563965;1,346714592;0,187915725;-0,049198471;A;geneva;1,70086488;(1.48,2];0,23620825;-0,676037611;-0,235550939;0,22903245;-0,342489311;0,097646783;-0,270500569;-0,137569435;(-0.0567,0.716];(-2.51,-0.611];(-0.31,0.529];(-0.162,0.673];(-0.731,-0.152];(-0.0796,0.698];(-0.657,0.0621];(-0.65,0.106];geneva;20,26383755;6,965;0,527790209;0,424;0;0,651;0,349;0;0,7;18;198,4;454,34;326,24;826,46;769,140907;0;1036,299093;49,423;G-B
163;2498973,99;1117889,101;2499223,99;1117639,101;12;6;1400;0,675244956;-0,733085116;0,30038946;0,273908135;0,643800888;1,16787985;E;geneva;1,713782938;(1.48,2];-0,623012744;-0,593622212;-0,003350388;1,304968129;0,257178553;1,091736498;0,069921543;0,3808334;(-0.699,-0.0567];(-0.611,-0.0457];(-0.31,0.529];(0.673,2.38];(-0.152,0.689];(0.698,3.07];(0.0621,0.737];(0.106,0.611];geneva;20,19354812;7,929;0,665681746;0,086;0,265;0,3;0,117;0,318;0,477;4;207,01;97,81;136,49;296,62;599,893963;0;138,036037;0;G-E
164;2498973,99;1117639,101;2499223,99;1117389,101;13;6;1401;-1,821441973;-0,121818306;-0,893960366;-0,971623158;0,587785263;-0,57348338;C;geneva;2,397932852;(0.312,1.48];0,510896411;-1,282455508;-1,182162483;1,896041274;1,088626214;1,674284016;0,964413409;0,980012783;(-0.0567,0.716];(-2.51,-0.611];(-1.71,-0.722];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.737,2.34];(0.611,2.66];geneva;21,6816813;7,663;0,469742653;0,526;0;0,516;0,477;0,007;0,837;19;747,84;296,86;161,63;316,81;507,258541;0;1015,881459;0;G-B
165;2498973,99;1117389,101;2499223,99;1117139,101;14;6;1402;-0,762257658;0,890586255;1,428372222;-0,887723395;-0,372620207;-0,390452737;D;geneva;2,119853722;(2,2.66];0,352093592;-1,513199573;-0,834911088;1,214964917;1,019261789;1,524904793;0,927568358;0,066429779;(-0.0567,0.716];(-2.51,-0.611];(-1.71,-0.722];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.737,2.34];(-0.65,0.106];geneva;19,07519723;12,243;0,548865145;0,31;0,15;0,478;0,372;0;0,659;10;0,25;208,58;634,82;160,88;0;0;1004,53;0;S-A
166;2498973,99;1117139,101;2499223,99;1116889,101;15;6;1403;-1,070199034;-1,251940363;0,578696341;-0,649831447;0,375460518;0,144050777;G;geneva;1,905668449;(1.48,2];0,28554467;-0,8912539;-1,359975786;1,126495307;0,933145332;0,849290698;0,219215253;-0,483658877;(-0.0567,0.716];(-2.51,-0.611];(-1.71,-0.722];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.0621,0.737];(-0.65,0.106];geneva;14,03949955;4,79;0,576990776;0,118;0,183;0,47;0,347;0;0,413;5;177,38;165,81;336,4;0;0;0;679,59;0;S-C
167;2498973,99;1116889,101;2499223,99;1116639,101;16;6;1404;-0,579171591;-0,853552872;0,656363093;-0,989227793;-0,488932879;0,069252439;G;geneva;1,648401539;(1.48,2];2,719455993;0,696398359;0,415729171;2,217565535;2,424946135;1,270892428;1,345791322;0,680735257;(0.716,2.72];(0.658,2.84];(-0.31,0.529];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.737,2.34];(0.611,2.66];geneva;11,92211927;3,594;0,690632396;0,094;0;0,582;0,418;0;0,257;5;20,66;122,35;428,64;4,65;0;0;576,3;0;S-C
168;2498973,99;1116639,101;2499223,99;1116389,101;17;6;1405;-0,034535853;0,699307241;1,193785105;-0,956382134;-0,713518486;-0,411110192;D;geneva;1,873001127;(1.48,2];2,703975708;-0,523429508;-1,072649278;1,145296024;1,315241052;0,26937982;0,521769826;0,060314499;(0.716,2.72];(-0.611,-0.0457];(-1.71,-0.722];(0.673,2.38];(0.689,2.65];(-0.0796,0.698];(0.0621,0.737];(-0.65,0.106];geneva;12,0650193;12,026;0,662029156;0,236;0;0,552;0,448;0;0,441;5;39,34;444,91;302,32;97,39;0;0;883,96;0;S-A
177;2499223,99;1120639,101;2499473,99;1120389,101;1;7;1406;0,564878575;0,55097908;0,053277918;-0,557044493;0,001512088;1,33715691;D;geneva;1,650391997;(1.48,2];-0,899529018;2,066086154;1,803283855;-1,717186765;-1,673717802;-1,729031423;-1,636639797;-1,508476344;(-2.4,-0.699];(0.658,2.84];(0.529,3.4];(-2.17,-0.717];(-1.73,-0.731];(-2.33,-0.72];(-2.7,-0.657];(-2.55,-0.65];geneva;30,18484491;16,594;0,653146907;0,121;0;0,266;0,211;0,523;0,696;3;56,18;86,92;450,5;106,13;0;0;699,73;0;G-E
178;2499223,99;1120389,101;2499473,99;1120139,101;2;7;1407;-0,871894505;-0,368138818;-1,804931988;-1,675891975;2,089950502;-0,224810088;I;geneva;3,373507416;(2.66,11.4];0,953136678;-0,673570384;-1,413756332;-0,351632603;-1,035053984;-0,003654986;0,63344393;0,656644536;(0.716,2.72];(-2.51,-0.611];(-1.71,-0.722];(-0.717,-0.162];(-1.73,-0.731];(-0.0796,0.698];(0.0621,0.737];(0.611,2.66];geneva;10,80129176;5;0,615636619;0,08;0;0,101;0,145;0,754;0,235;0;17,87;187,17;106,68;22,98;599,446732;0;0;0;S-D
179;2499223,99;1120139,101;2499473,99;1119889,101;3;7;1408;0,044006562;0,713506466;0,015853077;-0,665521375;0,072641895;-1,097220025;D;geneva;1,470838775;(0.312,1.48];-0,502871767;0,413362717;-0,834234004;-0,420739534;-0,31891144;-0,375139693;1,502956295;1,751168057;(-0.699,-0.0567];(-0.0457,0.658];(-1.71,-0.722];(-0.717,-0.162];(-0.731,-0.152];(-0.72,-0.0796];(0.737,2.34];(0.611,2.66];geneva;18,45684293;13,081;0,545563956;0,157;0;0,496;0,208;0,296;0,43;11;273,87;314,23;403,89;163,76;482,728817;0;673,021183;0;G-D
180;2499223,99;1119889,101;2499473,99;1119639,101;4;7;1409;0,47182916;-0,271357249;-0,973896115;-0,704664256;0,437478527;1,718857875;B;geneva;2,210688293;(2,2.66];-0,575397323;1,34829424;0,101154006;-1,47248873;-1,518508702;-1,468179707;-1,742456468;-1,363609761;(-0.699,-0.0567];(0.658,2.84];(-0.31,0.529];(-2.17,-0.717];(-1.73,-0.731];(-2.33,-0.72];(-2.7,-0.657];(-2.55,-0.65];geneva;19,91369893;6,903;0,503602762;0,26;0;0,582;0,223;0,195;0,583;8;0;446,04;623,63;0;0;0;1069,67;0;S-A
181;2499223,99;1119639,101;2499473,99;1119389,101;5;7;1410;-0,97485712;0,944893658;0,612974088;-1,185890736;-0,682256498;1,101736753;E;geneva;2,303159201;(2,2.66];0,98033834;0,128612047;-0,499757415;-0,786300351;-0,749160408;-0,821219512;-0,517586129;-1,209623336;(0.716,2.72];(-0.0457,0.658];(-0.722,-0.31];(-2.17,-0.717];(-1.73,-0.731];(-2.33,-0.72];(-0.657,0.0621];(-2.55,-0.65];geneva;16,55502867;8,653;0,627701419;0,202;0;0,555;0,222;0,223;0,359;7;169,34;638,3;287,68;0;435,796742;0;659,523258;0;G-D
182;2499223,99;1119389,101;2499473,99;1119139,101;6;7;1411;-0,646642188;0,480993934;0,122098932;-1,634377001;-0,001729614;1,644974024;E;geneva;2,457954463;(2,2.66];1,083105805;0,636719972;0,800228613;-0,450203631;-0,541187109;-0,363368857;-1,053636145;-1,690954752;(0.716,2.72];(-0.0457,0.658];(0.529,3.4];(-0.717,-0.162];(-0.731,-0.152];(-0.72,-0.0796];(-2.7,-0.657];(-2.55,-0.65];geneva;19,29874389;8,528;0,642964308;0,171;0;0,521;0,197;0,282;0,534;5;0;430,47;419,44;0;593,142299;0;256,767701;0;G-D
183;2499223,99;1119139,101;2499473,99;1118889,101;7;7;1412;0,434821389;0,558158913;0,238650426;-0,263337644;-0,323370639;0,817619881;A;geneva;1,183208601;(0.312,1.48];-0,530943727;-0,205333093;-0,192346319;-0,60870486;-0,932708629;-1,034659807;0,015914202;-0,382204109;(-0.689,-0.0645];(-4.47,-0.205];(-0.379,-0.192];(-0.709,-0.055];(-3.76,-0.754];(-3.18,-0.766];(0.00919,0.698];(-0.654,0.00855];geneva;21,50254234;7,031;0,505256106;0,371;0;0,561;0,313;0,126;0,612;13;30,97;390,94;582,24;146,7;758,909882;0;391,940118;0;G-A
184;2499223,99;1118889,101;2499473,99;1118639,101;8;7;1413;0,379856924;0,896900966;0,755367524;-0,50530252;-0,972359194;1,086889592;A;geneva;1,97520752;(1.48,2];-0,632245918;-0,205333093;-0,192346319;-0,774956382;-0,949986322;-1,136224072;-0,430135207;-0,606519903;(-0.689,-0.0645];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(-0.628,0.00919];(-0.654,0.00855];geneva;19,15076189;6,948;0,487878069;0,369;0;0,65;0,326;0,024;0,662;9;0;514,53;620,37;76,86;614,579536;0;597,180464;0;G-A
185;2499223,99;1118639,101;2499473,99;1118389,101;9;7;1414;-0,3705848;0,751016974;0,54099403;-0,06665413;-1,05751408;0,213100062;A;geneva;1,470450465;(0.312,1.48];-0,916470457;-0,205333093;-0,192346319;-0,937255628;-1,118883017;-1,153127636;0,55310166;0,542760714;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(0.00919,0.698];(0.00855,0.71];geneva;18,96119317;6,655;0,484457996;0,374;0;0,598;0,395;0,007;0,743;14;335,11;570,93;475,93;6,94;589,699034;0;799,210966;0;G-A
186;2499223,99;1118389,101;2499473,99;1118139,101;10;7;1415;0,046132178;-1,230006664;-2,040199481;-0,139267488;2,342166355;-0,357052623;A;geneva;3,363046794;(2.66,11.4];-0,899273814;-0,205333093;-0,192346319;-1,192210645;-1,25135459;-1,265878251;-0,60996896;-0,573953574;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(-0.628,0.00919];(-0.654,0.00855];geneva;21,33724882;7,547;0,517254142;0,449;0;0,413;0,357;0,23;0,741;12;199,67;630,14;174,86;391,44;1634,492441;0;0;0;S-B
187;2499223,99;1118139,101;2499473,99;1117889,101;11;7;1416;0,495596914;-1,601752496;-1,054948292;-0,160375475;1,296874996;1,355775267;A;geneva;2,733107185;(2.66,11.4];-0,879705227;-0,205333093;-0,192346319;-1,294211607;-1,423096799;-1,274037007;-2,029161038;-2,021515931;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(-3.42,-0.628];(-3.11,-0.654];geneva;21,65338503;10,887;0,594668011;0,248;0,038;0,579;0,276;0,107;0,598;8;36,55;710,47;167,21;462,93;1366,528684;0;10,631316;1070,458;S-B
188;2499223,99;1117889,101;2499473,99;1117639,101;12;7;1417;-0,47742545;-1,46525986;0,503757463;-0,379911692;1,01286634;-1,179890767;D;geneva;2,278391195;(2,2.66];-0,946086371;-0,205333093;-0,192346319;-1,375910947;-1,423698749;-1,288534615;-2,007276222;-1,876114477;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(-3.42,-0.628];(-3.11,-0.654];geneva;19,30339925;12,075;0,66871647;0,213;0,264;0,386;0,294;0,056;0,592;10;150,08;526,31;94,37;517,74;691,110702;0;597,389298;0;S-B
189;2499223,99;1117639,101;2499473,99;1117389,101;13;7;1418;-0,389768513;0,752696329;-0,385117466;-0,751476909;0,253039635;0,986156332;C;geneva;1,570998929;(1.48,2];-0,703007953;-0,205333093;-0,192346319;-1,522960281;-1,434043229;-1,315558817;-1,141854485;-1,231720596;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(-3.42,-0.628];(-3.11,-0.654];geneva;20,8071135;7,484;0,494456673;0,41;0;0,364;0,368;0,268;0,745;11;486,75;238,75;106,78;374,14;0;0;1206,42;0;G-B
190;2499223,99;1117389,101;2499473,99;1117139,101;14;7;1419;-0,505075205;-0,005937406;-0,956946248;0,814832139;0,724950342;1,273512566;B;geneva;1,995550302;(1.48,2];1,483768585;-0,262853111;-0,577255433;0,352337706;0,062544464;0,236955037;-0,653819499;-0,642021735;(0.716,2.72];(-0.611,-0.0457];(-0.722,-0.31];(-0.162,0.673];(-0.152,0.689];(-0.0796,0.698];(-0.657,0.0621];(-0.65,0.106];geneva;17,47226317;9,924;0,524699118;0,366;0;0,38;0,349;0,271;0,593;15;183,02;375,32;612,04;262,78;0;0;1433,16;0;S-A
191;2499223,99;1117139,101;2499473,99;1116889,101;15;7;1420;-0,62084152;1,057554492;1,222100183;-1,034301651;-0,726850354;-0,516792394;D;geneva;2,205121374;(2,2.66];0,848240629;-0,761921418;-0,897685184;0,603090289;0,87337514;0,359861607;0,166142237;-0,398324709;(0.716,2.72];(-2.51,-0.611];(-1.71,-0.722];(-0.162,0.673];(0.689,2.65];(-0.0796,0.698];(0.0621,0.737];(-0.65,0.106];geneva;18,69647565;12,381;0,529342996;0,253;0,094;0,569;0,337;0;0,561;8;178,18;341,23;558,61;0;0;0;1078,02;0;S-A
192;2499223,99;1116889,101;2499473,99;1116639,101;16;7;1421;-0,712793969;-0,768175728;1,772417349;-1,35734879;-0,624245673;-0,030600229;G;geneva;2,544139781;(2,2.66];0,655532489;0,526328812;-0,507939013;1,665089771;1,83271856;0,779131471;1,291732528;0,433425487;(-0.0567,0.716];(-0.0457,0.658];(-0.722,-0.31];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.737,2.34];(0.106,0.611];geneva;11,10443168;3,684;0,68521815;0,078;0,125;0,559;0,252;0,064;0,302;7;0;381,41;453,17;36,72;0;0;871,3;0;S-C
193;2499223,99;1116639,101;2499473,99;1116389,101;17;7;1422;-0,843534263;0,343231666;0,996021807;-0,201400511;-1,136950753;0,25279076;E;geneva;1,794028935;(1.48,2];2,122715885;0,902504725;-0,925869843;1,656002481;1,537703753;0,490906368;0,387995115;-0,074726331;(0.716,2.72];(0.658,2.84];(-1.71,-0.722];(0.673,2.38];(0.689,2.65];(-0.0796,0.698];(0.0621,0.737];(-0.65,0.106];geneva;13,41779825;6,003;0,73314173;0,098;0;0,634;0,289;0,077;0,51;9;316,24;145,83;520,95;87,35;530,912768;0;539,457232;0;S-C
203;2499473,99;1120389,101;2499723,99;1120139,101;2;8;1423;0,633190273;0,623311255;0,078208102;-0,836907515;-0,318883771;0,267236262;G;geneva;1,291928643;(0.312,1.48];0,314441964;0,670488487;1,617253081;-0,85575442;-1,05451549;-0,640613842;0,940857659;0,225794029;(-0.0567,0.716];(0.658,2.84];(0.529,3.4];(-2.17,-0.717];(-1.73,-0.731];(-0.72,-0.0796];(0.737,2.34];(0.106,0.611];geneva;10,74161242;4,785;0,637672426;0,053;0;0,375;0,112;0,513;0,238;6;146,11;235,46;509,57;0;0;0;891,14;0;G-E
204;2499473,99;1120139,101;2499723,99;1119889,101;3;8;1424;0,359046115;0,172055769;-0,367101142;-0,727649367;0,101228388;-0,137235737;E;geneva;0,922949068;(0.312,1.48];-0,25519247;0,958289719;2,392098729;-1,021568055;-1,293602414;-0,784689686;0,743651521;0,26413452;(-0.699,-0.0567];(0.658,2.84];(0.529,3.4];(-2.17,-0.717];(-1.73,-0.731];(-2.33,-0.72];(0.737,2.34];(0.106,0.611];geneva;15,98702794;6,255;0,573483389;0,028;0;0,701;0,064;0,235;0,233;8;198,62;228,98;276,12;142,03;880,604028;0;0;0;G-D
205;2499473,99;1119889,101;2499723,99;1119639,101;4;8;1425;-0,870155114;-0,282901729;-0,753672567;-1,361278361;0,768605545;1,645311388;E;geneva;2,560489889;(2,2.66];0,720766799;-0,035167543;-0,544876091;-0,368046655;-0,458442347;-0,334088275;0,919310291;0,546226671;(0.716,2.72];(-0.0457,0.658];(-0.722,-0.31];(-0.717,-0.162];(-0.731,-0.152];(-0.72,-0.0796];(0.737,2.34];(0.106,0.611];geneva;18,05854644;12,356;0,654903935;0,164;0;0,458;0,222;0,32;0,507;6;196,96;372,4;303,18;0;979,668219;0;0;0;G-D
206;2499473,99;1119639,101;2499723,99;1119389,101;5;8;1426;1,628299319;-0,55046844;-0,570628915;-0,378525896;0,461426179;1,840664003;A;geneva;2,650326674;(2,2.66];0,139800866;1,623381191;1,82309623;-1,804698125;-1,731402313;-1,737226265;-1,343482411;-1,93754132;(-0.0567,0.716];(0.658,2.84];(0.529,3.4];(-2.17,-0.717];;(-2.33,-0.72];(-2.7,-0.657];(-2.55,-0.65];geneva;17,48775204;9,899;0,592443809;0,235;0;0,386;0,375;0,239;0,649;7;5,6;282,72;393,71;34,84;819,628423;0;0;0;G-D
207;2499473,99;1119389,101;2499723,99;1119139,101;6;8;1427;0,804368111;1,251390658;0,389406887;-0,520968512;-0,28709403;-0,320528783;D;geneva;1,679641103;(1.48,2];0,336807235;-0,217600246;1,084876464;-0,148122125;-0,216078367;0,049689409;0,212686534;-0,20879976;(-0.0567,0.716];(-0.611,-0.0457];(0.529,3.4];(-0.162,0.673];(-0.731,-0.152];(-0.0796,0.698];(0.0621,0.737];(-0.65,0.106];geneva;21,24535112;10,672;0,566901005;0,18;0;0,425;0,138;0,437;0,551;7;75,11;353,07;187,8;149,58;0;0;765,56;0;G-E
208;2499473,99;1119139,101;2499723,99;1118889,101;7;8;1428;0,499058914;0,631243064;-0,277812651;-1,419403554;0,339087963;1,801876419;E;geneva;2,470051255;(2,2.66];0,104981102;0,569979393;1,280609955;-0,674268111;-0,938477241;-0,392267902;-2,703742555;-2,54951459;(-0.0567,0.716];(-0.0457,0.658];(0.529,3.4];(-0.717,-0.162];(-1.73,-0.731];(-0.72,-0.0796];;;geneva;17,68940462;9,427;0,618340526;0,065;0;0,374;0,11;0,516;0,277;6;7,74;263,71;435,52;0;654,467515;0;52,502485;0;G-D
209;2499473,99;1118889,101;2499723,99;1118639,101;8;8;1429;-0,485325789;1,1260042;0,07495285;-1,17837569;-0,050423852;1,515871132;E;geneva;2,279917023;(2,2.66];0,881531532;-0,283719978;-0,740734666;0,535680081;0,26620229;0,689302637;0,155674452;0,192473493;(0.716,2.72];(-0.611,-0.0457];(-1.71,-0.722];(-0.162,0.673];(-0.152,0.689];(-0.0796,0.698];(0.0621,0.737];(0.106,0.611];geneva;18,19393139;7,353;0,535771835;0,199;0;0,441;0,249;0,31;0,504;5;11,72;241,29;459,13;0;428,942334;0;283,197666;0;G-D
210;2499473,99;1118639,101;2499723,99;1118389,101;9;8;1430;-0,969495644;0,916096709;0,773493091;-0,541995507;-0,426762731;-0,17515656;A;geneva;1,698237888;(1.48,2];1,179480005;-0,40351151;-0,749266288;0,344484404;-0,171668854;0,432421129;-0,535554887;-0,071986717;(0.716,2.72];(-0.611,-0.0457];(-1.71,-0.722];(-0.162,0.673];(-0.731,-0.152];(-0.0796,0.698];(-0.657,0.0621];(-0.65,0.106];geneva;17,51991474;6,828;0,491821864;0,365;0;0,573;0,427;0;0,815;19;99,08;660,54;680,45;177,22;998,33844;0;618,95156;0;G-A
211;2499473,99;1118389,101;2499723,99;1118139,101;10;8;1431;-1,130396182;-0,975786967;-1,535091414;-0,449650922;2,185418065;-1,089968787;A;geneva;3,279135771;(2.66,11.4];0,993885527;-1,105954578;-0,788446704;1,096402258;0,272763212;0,861582921;0,4489213;0,815552682;(0.716,2.72];(-2.51,-0.611];(-1.71,-0.722];(0.673,2.38];(-0.152,0.689];(0.698,3.07];(0.0621,0.737];(0.611,2.66];geneva;18,83278755;7,121;0,475781527;0,472;0;0,543;0,448;0,009;0,806;17;150,23;459,58;629,63;413,97;1822,446617;0;0;1424,213;G-C
212;2499473,99;1118139,101;2499723,99;1117889,101;11;8;1432;-0,096340868;-0,739924893;0,421566481;-0,025457543;1,028841409;-1,401719315;D;geneva;1,938676991;(1.48,2];0,453985998;-0,730467875;0,522729052;2,026758978;1,499672936;2,07175159;1,105847939;1,505564062;(-0.0567,0.716];(-2.51,-0.611];(-0.31,0.529];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.737,2.34];(0.611,2.66];geneva;22,26000992;10,315;0,665137645;0,33;0,191;0,354;0,221;0,234;0,562;9;47,85;413,97;211,64;681,57;892,955069;0;462,074931;1897,185;S-B
213;2499473,99;1117889,101;2499723,99;1117639,101;12;8;1433;-0,822567184;-0,645426733;1,104811045;1,109190308;0,012974168;-0,208402903;C;geneva;1,894123312;(1.48,2];-0,698629562;-0,428064271;-0,147562011;0,403269876;-0,159507172;0,570570569;0,162444765;0,339942584;(-0.699,-0.0567];(-0.611,-0.0457];(-0.31,0.529];(-0.162,0.673];(-0.731,-0.152];(-0.0796,0.698];(0.0621,0.737];(0.106,0.611];geneva;18,96515322;5,918;0,604065911;0,383;0,193;0,46;0,347;0;0,615;20;618,1;18,07;101,15;838,34;0;0;1575,66;0;G-B
214;2499473,99;1117639,101;2499723,99;1117389,101;13;8;1434;-1,349755962;0,553098578;0,389962176;-0,035494418;-0,192755935;0,239277679;C;geneva;1,541265131;(1.48,2];1,258001375;-0,375398321;-0,339292197;0,953238286;1,197916856;0,777249131;0,753725134;0,390571434;(0.716,2.72];(-0.611,-0.0457];(-0.722,-0.31];(0.673,2.38];(0.689,2.65];(0.698,3.07];(0.737,2.34];(0.106,0.611];geneva;16,60468571;7,462;0,5140345;0,295;0;0,636;0,364;0;0,811;22;514,06;64,32;316,24;631,18;0;0;1525,8;0;G-B
215;2499473,99;1117389,101;2499723,99;1117139,101;14;8;1435;-1,223373144;0,67199414;-0,473307269;0,588967302;0,329637316;0,344618045;C;geneva;1,657269618;(1.48,2];-0,201689224;-0,205333093;-0,192346319;-0,562917214;-0,85798784;-1,010948002;0,149471936;-0,247209243;(-0.689,-0.0645];(-4.47,-0.205];(-0.379,-0.192];(-0.709,-0.055];(-3.76,-0.754];(-3.18,-0.766];(0.00919,0.698];(-0.654,0.00855];geneva;17,23586114;6,63;0,45979222;0,509;0;0,354;0,526;0,12;0,921;13;659,44;74,54;67,58;616,96;0;0;1418,52;0;G-B
216;2499473,99;1117139,101;2499723,99;1116889,101;15;8;1436;-1,202917791;0,047560548;-0,6993871;0,333323756;0,399023334;0,743967349;B;geneva;1,661994975;(1.48,2];-0,595993157;-0,205333093;-0,192346319;-0,733569633;-0,94165579;-1,078206591;0,142787622;-0,00356986;(-0.689,-0.0645];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(0.00919,0.698];(-0.654,0.00855];geneva;19,46704514;5,778;0,473670414;0,396;0;0,508;0,437;0,055;0,93;11;218,59;464,32;650,54;147,72;0;0;1481,17;0;S-A
217;2499473,99;1116889,101;2499723,99;1116639,101;16;8;1437;0,969701049;-1,758522712;0,574163437;-0,819622621;0,332781202;1,874955549;B;geneva;2,942850452;(2.66,11.4];-0,866825802;-0,205333093;-0,192346319;-0,961537961;-1,083072393;-1,120201793;0,363241436;0,428170477;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(0.00919,0.698];(0.00855,0.71];geneva;20,68907963;8,247;0,585847865;0,085;0,212;0,554;0,192;0,042;0,466;8;0;443,96;663,1;0;0;0;1107,06;0;S-A
218;2499473,99;1116639,101;2499723,99;1116389,101;17;8;1438;0,800153608;0,378447202;1,434328043;0,307392209;-1,527474077;0,589890005;A;geneva;2,36989499;(2,2.66];-0,758178174;-0,205333093;-0,192346319;-1,231082597;-1,279843551;-1,262193971;-1,009999439;-0,970620899;(-2.48,-0.689];(-4.47,-0.205];(-0.379,-0.192];(-3.72,-0.709];(-3.76,-0.754];(-3.18,-0.766];(-3.42,-0.628];(-3.11,-0.654];geneva;14,79152147;8,602;0,575507556;0,262;0,134;0,438;0,256;0,172;0,479;12;482,24;490,41;596,99;0;580,741788;0;988,898212;0;S-A
228;2499723,99;1120389,101;2499973,99;1120139,101;2;9;1439;-2,423519217;-0,862948985;-0,071232366;-0,005934982;-0,451858087;0,909606269;G;geneva;2,766730004;(2.66,11.4];1,070700503;-1,26994842;-0,285178816;-1,516504329;-1,400276641;-1,576214378;-1,685608256;-1,546797502;(0.716,2.72];(-2.51,-0.611];(-0.31,0.529];(-2.17,-0.717];(-1.73,-0.731];(-2.33,-0.72];(-2.7,-0.657];(-2.55,-0.65];geneva;21,04793134;6,347;0,702838401;0,248;0;0,548;0,25;0,202;0,38;11;296,17;175,9;389,04;101,17;0;0;962,28;0;S-C
229;2499723,99;1120139,101;2499973,99;1119889,101;3;9;1440;-0,523480993;0,656263999;0,086331172;-0,866888039;-0,193805405;-0,265737858;E;geneva;1,253730383;(0.312,1.48];0,089559414;-0,108182771;1,285908279;-1,652683007;-1,71268344;-1,634614056;-1,438834566;-1,699971023;(-0.0567,0.716];(-0.611,-0.0457];(0.529,3.4];(-2.17,-0.717];(-1.73,-0.731];(-2.33,-0.72];(-2.7,-0.657];(-2.55,-0.65];geneva;22,07849648;5,059;0,600627273;0,074;0;0,602;0,075;0,323;0,24;13;233,97;440,78;341,18;128,78;796,049537;0;348,660463;0;G-D
230;2499723,99;1119889,101;2499973,99;1119639,101;4;9;1441;0,201006563;-0,115618336;-0,830707049;-0,303161006;1,065719466;0,453076498;E;geneva;1,475394296;(1.48,2];0,752620696;-0,182138383;-0,373145057;-0,470120474;-0,703649287;-0,382157322;1,192648287;0,74426174;(0.716,2.72];(-0.611,-0.0457];(-0.722,-0.31];(-0.717,-0.162];(-0.731,-0.152];(-0.72,-0.0796];(0.737,2.34];(0.611,2.66];geneva;16,29347856;7,048;0,645904517;0,099;0;0,363;0,168;0,469;0,379;6;163,15;131,26;332,27;336,41;1092,113507;0;0;0;G-D
